1,Negro,1
2,Rojo ,1
3,Blanco,1
4,Verde ,1
5,Celeste ,1
6,Plomo ,1
7,Violeta ,1
8,Gris ,1
9,Rosado,1
10,Amarillo ,1
11,Azul,1
12,Marron ,1
13,Kaki,1
14,Guinda,1
15,Anaranjado ,1
16,Palo rosa,1
